,temp,dem9
2017-11-12,  19.1, 315.3
2017-11-13,  21.8, 361.7
2017-11-14,  24.3, 418.6
2017-11-15,  23.1, 400.3
2017-11-16,  16.9, 378.3
2017-11-17,  19.5, 375.6
2017-11-18,  13.9, 356.7
2017-11-19,  17.9, 315.3
2017-11-20,  14.9, 366.5
2017-11-21,  16.1, 369.2
2017-11-22,  18.8, 376.6
2017-11-23,  22.1, 380.4
2017-11-24,  14.9, 380.4
2017-11-25,  17.3, 343.8
2017-11-26,  21.1, 315.3
2017-11-27,  19.3, 361.7
2017-11-28,  16.3, 369.2
2017-11-29,  20.9, 376.6
2017-11-30,  22.0, 378.3
2017-12-01,  21.9, 375.6
2017-12-02,  22.3, 350.3
2017-12-03,  20.3, 315.3
2017-12-04,  18.9, 361.7
2017-12-05,  20.7, 369.2
2017-12-06,  23.4, 406.7
2017-12-07,  23.3, 406.2
2017-12-08,  25.5, 450.8
2017-12-09,  27.5, 462.0
2017-12-10,  23.7, 351.8
2017-12-11,  18.1, 361.7
2017-12-12,  23.2, 394.9
2017-12-13,  25.5, 451.8
2017-12-14,  24.8, 438.4
2017-12-15,  27.7, 498.1
2017-12-16,  28.1, 474.9
2017-12-17,  20.3, 315.3
2017-12-18,  18.2, 361.7
2017-12-19,  18.9, 369.2
2017-12-20,  21.9, 376.6
2017-12-21,  25.3, 449.1
2017-12-22,  26.8, 478.7
2017-12-23,  21.2, 343.8
2017-12-24,  18.5, 315.3
2017-12-25,  23.9, 402.5
2017-12-26,  27.1, 478.7
2017-12-27,  25.1, 443.2
2017-12-28,  27.0, 485.7
2017-12-29,  28.9, 523.8
2017-12-30,  30.0, 515.7
2017-12-31,  21.6, 315.3
2018-01-01,  21.7, 361.7
2018-01-02,  24.2, 416.4
2018-01-03,  25.5, 451.8
2018-01-04,  28.4, 515.7
2018-01-05,  22.0, 375.6
2018-01-06,  21.5, 343.8
2018-01-07,  24.8, 375.4
2018-01-08,  26.7, 462.6
2018-01-09,  26.5, 465.8
2018-01-10,  27.7, 499.1
2018-01-11,  30.0, 550.1
2018-01-12,  28.6, 517.4
2018-01-13,  24.7, 401.8
2018-01-14,  18.3, 315.3
2018-01-15,  20.7, 361.7
2018-01-16,  23.2, 394.9
2018-01-17,  22.9, 396.0
2018-01-18,  23.8, 416.9
2018-01-19,  24.7, 433.6
2018-01-20,  24.8, 404.0
2018-01-21,  25.9, 399.0
2018-01-22,  24.8, 421.8
2018-01-23,  25.9, 452.9
2018-01-24,  22.0, 376.6
2018-01-25,  19.6, 378.3
2018-01-26,  23.9, 416.4
2018-01-27,  25.2, 412.6
2018-01-28,  24.9, 377.6
2018-01-29,  24.0, 404.6
2018-01-30,  25.3, 440.1
2018-01-31,  26.5, 473.3
2018-02-01,  26.8, 481.4
2018-02-02,  25.9, 459.4
2018-02-03,  23.8, 382.5
2018-02-04,  25.6, 392.6
2018-02-05,  26.9, 466.9
2018-02-06,  27.3, 483.0
2018-02-07,  28.1, 507.7
2018-02-08,  29.5, 539.4
2018-02-09,  25.0, 440.1
2018-02-10,  23.7, 380.3
2018-02-11,  18.6, 315.3
2018-02-12,  17.0, 361.7
2018-02-13,  20.4, 369.2
2018-02-14,  23.0, 398.1
2018-02-15,  24.7, 436.3
2018-02-16,  25.7, 455.1
2018-02-17,  26.4, 438.3
2018-02-18,  28.1, 446.3
2018-02-19,  26.0, 447.6
2018-02-20,  24.5, 422.9
2018-02-21,  21.5, 376.6
2018-02-22,  21.2, 378.3
2018-02-23,  22.6, 388.5
2018-02-24,  21.7, 343.8
2018-02-25,  22.5, 326.0
2018-02-26,  22.4, 370.3
2018-02-27,  24.1, 414.3
2018-02-28,  23.7, 413.1
2018-03-01,  24.9, 440.6
2018-03-02,  25.7, 455.1
2018-03-03,  26.1, 431.9
2018-03-04,  25.8, 396.9
2018-03-05,  24.6, 417.5
2018-03-06,  19.3, 369.2
2018-03-07,  20.5, 376.6
2018-03-08,  22.4, 386.9
2018-03-09,  24.4, 427.2
2018-03-10,  26.1, 431.9
2018-03-11,  19.3, 315.3
2018-03-12,  18.5, 361.7
2018-03-13,  21.6, 369.2
2018-03-14,  21.8, 376.6
2018-03-15,  18.1, 378.3
2018-03-16,  18.6, 375.6
2018-03-17,  22.0, 343.8
2018-03-18,  20.3, 315.3
2018-03-19,  17.4, 361.7
2018-03-20,  17.6, 369.2
2018-03-21,  15.2, 379.0
2018-03-22,  18.5, 378.3
2018-03-23,  22.1, 377.8
2018-03-24,  19.6, 343.8
2018-03-25,  14.0, 327.3
2018-03-26,  14.6, 368.9
2018-03-27,  17.8, 369.2
2018-03-28,  20.5, 376.6
2018-03-29,  21.9, 378.3
2018-03-30,  22.9, 394.9
2018-03-31,  22.7, 358.9
2018-04-01,  21.5, 315.3
2018-04-02,  19.6, 361.7
2018-04-03,  18.8, 369.2
2018-04-04,  20.3, 376.6
2018-04-05,  22.7, 393.3
2018-04-06,  18.0, 375.6
2018-04-07,  18.4, 343.8
2018-04-08,  19.7, 315.3
2018-04-09,  22.3, 368.1
2018-04-10,  25.9, 452.9
2018-04-11,  25.3, 447.5
2018-04-12,  16.8, 378.3
2018-04-13,  13.4, 392.5
2018-04-14,  17.2, 343.8
2018-04-15,  18.9, 315.3
2018-04-16,  20.2, 361.7
2018-04-17,  21.9, 369.2
2018-04-18,  23.2, 402.4
2018-04-19,  23.3, 406.2
2018-04-20,  21.3, 375.6
2018-04-21,  20.8, 343.8
2018-04-22,  21.3, 315.3
2018-04-23,  20.0, 361.7
2018-04-24,  19.3, 369.2
2018-04-25,  21.6, 376.6
2018-04-26,  22.8, 395.4
2018-04-27,  23.0, 397.1
2018-04-28,  20.3, 343.8
2018-04-29,  19.8, 315.3
2018-04-30,  18.1, 361.7
2018-05-01,  15.2, 371.6
2018-05-02,  17.1, 376.6
2018-05-03,  17.3, 378.3
2018-05-04,  18.0, 375.6
2018-05-05,  18.6, 343.8
2018-05-06,  19.1, 315.3
2018-05-07,  20.5, 361.7
2018-05-08,  19.3, 369.2
2018-05-09,  19.3, 376.6
2018-05-10,  18.2, 378.3
2018-05-11,  16.9, 375.6
2018-05-12,  14.6, 351.0
2018-05-13,  15.7, 315.3
2018-05-14,  17.4, 361.7
2018-05-15,  14.7, 375.6
2018-05-16,  10.6, 415.9
2018-05-17,  10.2, 420.8
2018-05-18,  11.2, 410.1
2018-05-19,  10.8, 381.5
2018-05-20,  10.6, 354.6
2018-05-21,  11.7, 392.1
2018-05-22,   9.2, 419.7
2018-05-23,  10.8, 414.3
2018-05-24,  12.1, 405.5
2018-05-25,  11.9, 404.5
2018-05-26,  13.5, 359.9
2018-05-27,  16.3, 315.3
2018-05-28,  19.2, 361.7
2018-05-29,  20.3, 369.2
2018-05-30,  15.6, 376.6
2018-05-31,  11.2, 412.7
2018-06-01,   9.5, 423.7
2018-06-02,   7.7, 406.4
2018-06-03,   7.4, 380.2
2018-06-04,   9.2, 412.2
2018-06-05,   7.5, 433.3
2018-06-06,  10.2, 419.1
2018-06-07,   8.4, 435.2
2018-06-08,   8.1, 434.9
2018-06-09,  11.0, 379.9
2018-06-10,  14.6, 322.5
2018-06-11,  12.7, 384.1
2018-06-12,   9.9, 414.1
2018-06-13,   7.6, 440.0
2018-06-14,   6.2, 452.8
2018-06-15,   4.8, 461.4
2018-06-16,   5.4, 424.8
2018-06-17,   7.6, 378.6
2018-06-18,   9.6, 409.0
2018-06-19,  11.3, 402.8
2018-06-20,  13.0, 396.7
2018-06-21,  12.5, 402.3
2018-06-22,   8.8, 429.3
2018-06-23,  10.0, 387.9
2018-06-24,   2.0, 423.5
2018-06-25,   6.2, 436.2
2018-06-26,   8.4, 426.1
2018-06-27,  10.3, 418.3
2018-06-28,  10.3, 420.0
2018-06-29,  12.0, 403.7
2018-06-30,  10.9, 380.7
2018-07-01,  14.1, 326.5
2018-07-02,  10.7, 400.1
2018-07-03,   5.5, 449.3
2018-07-04,   6.8, 446.4
2018-07-05,   9.5, 426.4
2018-07-06,  10.1, 418.9
2018-07-07,  10.8, 381.5
2018-07-08,   9.8, 361.0
2018-07-09,   7.8, 423.4
2018-07-10,   7.4, 434.1
2018-07-11,   9.4, 425.5
2018-07-12,  10.2, 420.8
2018-07-13,  11.1, 410.9
2018-07-14,  13.9, 356.7
2018-07-15,  11.6, 346.5
2018-07-16,   8.5, 417.8
2018-07-17,  10.6, 408.5
2018-07-18,  12.7, 399.1
2018-07-19,  12.4, 403.1
2018-07-20,   8.3, 433.3
2018-07-21,   7.9, 404.8
2018-07-22,   8.5, 371.4
2018-07-23,   5.4, 442.6
2018-07-24,   1.3, 483.0
2018-07-25,   9.3, 426.3
2018-07-26,  12.3, 403.9
2018-07-27,  12.2, 402.1
2018-07-28,  11.4, 376.7
2018-07-29,  11.4, 348.1
2018-07-30,   8.9, 414.6
2018-07-31,   5.6, 448.5
2018-08-01,   5.6, 456.0
2018-08-02,   6.4, 451.2
2018-08-03,   9.9, 420.5
2018-08-04,  10.2, 386.3
2018-08-05,   9.8, 361.0
2018-08-06,  12.0, 389.7
2018-08-07,  14.3, 378.8
2018-08-08,  11.1, 411.9
2018-08-09,   8.4, 435.2
2018-08-10,   6.9, 444.6
2018-08-11,  11.4, 376.7
2018-08-12,  13.2, 333.7
2018-08-13,  13.2, 380.1
2018-08-14,  12.2, 395.6
2018-08-15,   8.6, 431.9
2018-08-16,  11.4, 411.1
2018-08-17,  14.2, 386.0
2018-08-18,  16.3, 343.8
2018-08-19,   8.7, 369.8
2018-08-20,   5.5, 441.8
2018-08-21,   0.8, 487.0
2018-08-22,   9.0, 428.7
2018-08-23,  11.2, 412.7
2018-08-24,  10.2, 418.1
2018-08-25,   7.3, 409.6
2018-08-26,  10.7, 353.8
2018-08-27,  13.7, 376.1
2018-08-28,  14.1, 380.4
2018-08-29,  16.7, 376.6
2018-08-30,  12.2, 404.7
2018-08-31,   7.6, 439.0
2018-09-01,   9.4, 392.7
2018-09-02,  10.5, 355.4
2018-09-03,  10.8, 399.3
2018-09-04,  12.3, 394.8
2018-09-05,  15.2, 379.0
2018-09-06,  16.9, 378.3
2018-09-07,  15.1, 378.8
2018-09-08,  14.7, 350.2
2018-09-09,  13.8, 328.9
2018-09-10,  13.9, 374.5
2018-09-11,  14.6, 376.4
2018-09-12,  14.1, 387.9
2018-09-13,  14.2, 388.7
2018-09-14,  14.7, 382.0
2018-09-15,  15.4, 344.6
2018-09-16,  17.1, 315.3
2018-09-17,  17.2, 361.7
2018-09-18,  17.9, 369.2
2018-09-19,  14.8, 382.2
2018-09-20,  15.0, 382.3
2018-09-21,  18.9, 375.6
2018-09-22,  20.8, 343.8
2018-09-23,  18.0, 315.3
2018-09-24,  15.4, 362.5
2018-09-25,  16.6, 369.2
2018-09-26,  18.1, 376.6
2018-09-27,  16.0, 378.3
2018-09-28,  18.1, 375.6
2018-09-29,  18.8, 343.8
2018-09-30,  17.1, 315.3
2018-10-01,  12.1, 388.9
2018-10-02,  10.0, 413.3
2018-10-03,  13.8, 390.3
2018-10-04,  13.2, 396.7
2018-10-05,  12.2, 402.1
2018-10-06,  15.0, 347.8
2018-10-07,  17.2, 315.3
2018-10-08,  21.2, 361.7
2018-10-09,  17.8, 369.2
2018-10-10,  14.0, 388.7
2018-10-11,  12.6, 401.5
2018-10-12,  13.2, 394.1
2018-10-13,  14.7, 350.2
2018-10-14,  17.8, 315.3
2018-10-15,  19.5, 361.7
2018-10-16,  20.5, 369.2
2018-10-17,  21.7, 376.6
2018-10-18,  19.7, 378.3
2018-10-19,  16.0, 375.6
2018-10-20,  15.3, 345.4
2018-10-21,  16.7, 315.3
2018-10-22,  17.6, 361.7
2018-10-23,  14.5, 377.2
2018-10-24,  13.5, 392.7
2018-10-25,  15.7, 378.3
2018-10-26,  15.8, 375.6
2018-10-27,  16.1, 343.8
2018-10-28,  17.9, 315.3
2018-10-29,  20.6, 361.7
2018-10-30,  18.4, 369.2
2018-10-31,  16.8, 376.6
2018-11-01,  12.4, 403.1
2018-11-02,  15.9, 375.6
2018-11-03,  19.1, 343.8
2018-11-04,  20.2, 315.3
2018-11-05,  21.2, 361.7
2018-11-06,  20.4, 369.2
2018-11-07,  16.9, 376.6
2018-11-08,  20.9, 378.3
2018-11-09,  26.0, 461.5
2018-11-10,  21.8, 343.8
2018-11-11,  21.9, 315.3
2018-11-12,  23.0, 383.1
2018-11-13,  22.3, 375.6
2018-11-14,  19.9, 376.6
2018-11-15,  21.2, 378.3
2018-11-16,  15.7, 375.6
2018-11-17,  20.3, 343.8
2018-11-18,  17.6, 315.3
2018-11-19,  19.8, 361.7
2018-11-20,  22.3, 375.6
2018-11-21,  25.2, 445.4
2018-11-22,  22.5, 389.0
2018-11-23,  16.4, 375.6
2018-11-24,  17.5, 343.8
2018-11-25,  17.8, 315.3
2018-11-26,  21.4, 361.7
2018-11-27,  20.4, 369.2
2018-11-28,  19.8, 376.6
2018-11-29,  19.2, 378.3
2018-11-30,  20.4, 375.6
2018-12-01,  16.2, 343.8
2018-12-02,  13.9, 328.1
2018-12-03,  19.0, 361.7
2018-12-04,  17.8, 369.2
2018-12-05,  18.0, 376.6
2018-12-06,  16.3, 378.3
2018-12-07,  16.8, 375.6
2018-12-08,  20.2, 343.8
2018-12-09,  22.2, 319.6
2018-12-10,  23.0, 383.1
2018-12-11,  23.1, 392.8
2018-12-12,  22.8, 393.8
2018-12-13,  18.6, 378.3
2018-12-14,  21.2, 375.6
2018-12-15,  20.1, 343.8
2018-12-16,  23.4, 345.3
2018-12-17,  21.7, 361.7
2018-12-18,  18.7, 369.2
2018-12-19,  21.5, 376.6
2018-12-20,  22.2, 382.6
2018-12-21,  21.4, 375.6
2018-12-22,  21.7, 343.8
2018-12-23,  23.3, 343.2
2018-12-24,  24.7, 419.7
2018-12-25,  24.9, 431.5
2018-12-26,  26.2, 466.8
2018-12-27,  26.5, 474.9
2018-12-28,  25.0, 440.1
2018-12-29,  26.1, 431.9
2018-12-30,  23.7, 351.8
2018-12-31,  22.1, 363.8
2019-01-01,  26.0, 455.1
2019-01-02,  26.0, 462.5
2019-01-03,  19.9, 378.3
2019-01-04,  21.6, 375.6
2019-01-05,  23.6, 378.2
2019-01-06,  25.2, 384.0
2019-01-07,  22.5, 372.4
2019-01-08,  24.8, 429.3
2019-01-09,  24.3, 426.0
2019-01-10,  18.8, 378.3
2019-01-11,  17.7, 375.6
2019-01-12,  22.7, 358.9
2019-01-13,  22.2, 319.6
2019-01-14,  22.5, 372.4
2019-01-15,  22.0, 369.2
2019-01-16,  22.1, 378.8
2019-01-17,  20.0, 378.3
2019-01-18,  17.9, 375.6
2019-01-19,  19.0, 343.8
2019-01-20,  20.9, 315.3
2019-01-21,  23.6, 396.0
2019-01-22,  26.6, 468.0
2019-01-23,  23.9, 417.4
2019-01-24,  25.2, 447.0
2019-01-25,  23.4, 405.7
2019-01-26,  25.8, 425.4
2019-01-27,  26.4, 409.8
2019-01-28,  28.6, 503.4
2019-01-29,  29.3, 526.0
2019-01-30,  26.2, 466.8
2019-01-31,  23.7, 414.8
2019-02-01,  26.6, 474.4
2019-02-02,  21.8, 343.8
2019-02-03,  19.2, 315.3
2019-02-04,  20.9, 361.7
2019-02-05,  22.1, 371.3
2019-02-06,  23.8, 415.3
2019-02-07,  25.1, 444.8
2019-02-08,  26.6, 474.4
2019-02-09,  26.1, 431.9
2019-02-10,  27.5, 433.4
2019-02-11,  20.8, 361.7
2019-02-12,  16.4, 369.2
2019-02-13,  18.3, 376.6
2019-02-14,  18.9, 378.3
2019-02-15,  20.9, 375.6
2019-02-16,  22.5, 354.6
2019-02-17,  24.3, 364.7
2019-02-18,  26.1, 449.7
2019-02-19,  28.4, 506.6
2019-02-20,  29.9, 546.3
2019-02-21,  28.5, 517.9
2019-02-22,  28.4, 513.1
2019-02-23,  23.2, 369.6
2019-02-24,  19.7, 315.3
2019-02-25,  16.6, 361.7
2019-02-26,  15.0, 373.2
2019-02-27,  18.2, 376.6
2019-02-28,  18.4, 378.3
2019-03-01,  23.4, 405.7
2019-03-02,  19.7, 343.8
2019-03-03,  20.8, 315.3
2019-03-04,  21.8, 361.7
2019-03-05,  21.4, 369.2
2019-03-06,  24.0, 419.6
2019-03-07,  25.2, 447.0
2019-03-08,  18.9, 375.6
2019-03-09,  15.7, 343.8
2019-03-10,  17.7, 315.3
2019-03-11,  19.5, 361.7
2019-03-12,  19.1, 369.2
2019-03-13,  18.7, 376.6
2019-03-14,  19.0, 378.3
2019-03-15,  20.7, 375.6
2019-03-16,  21.9, 343.8
2019-03-17,  22.1, 317.4
2019-03-18,  22.4, 370.3
2019-03-19,  16.5, 369.2
2019-03-20,  14.2, 387.0
2019-03-21,  14.2, 388.7
2019-03-22,  16.4, 375.6
2019-03-23,  17.8, 343.8
2019-03-24,  17.5, 315.3
2019-03-25,  14.1, 372.9
2019-03-26,  16.0, 369.2
2019-03-27,  16.3, 376.6
2019-03-28,  18.7, 378.3
2019-03-29,  20.7, 375.6
2019-03-30,  22.6, 356.7
2019-03-31,  22.1, 317.4
2019-04-01,  22.0, 361.7
2019-04-02,  24.7, 427.2
2019-04-03,  19.2, 376.6
2019-04-04,  20.1, 378.3
2019-04-05,  15.4, 376.4
2019-04-06,  15.7, 343.8
2019-04-07,  16.9, 315.3
2019-04-08,  18.3, 361.7
2019-04-09,  20.2, 369.2
2019-04-10,  20.7, 376.6
2019-04-11,  16.3, 378.3
2019-04-12,  15.6, 375.6
2019-04-13,  17.6, 343.8
2019-04-14,  20.2, 315.3
2019-04-15,  16.5, 361.7
2019-04-16,  15.8, 369.2
2019-04-17,  18.2, 376.6
2019-04-18,  19.0, 378.3
2019-04-19,  21.2, 375.6
2019-04-20,  17.7, 343.8
2019-04-21,  14.2, 325.7
2019-04-22,  14.3, 371.3
2019-04-23,  14.8, 374.8
2019-04-24,  15.5, 376.6
2019-04-25,  18.2, 378.3
2019-04-26,  17.1, 375.6
2019-04-27,  16.8, 343.8
2019-04-28,  16.7, 315.3
2019-04-29,  17.1, 361.7
2019-04-30,  12.6, 392.4
2019-05-01,  14.2, 387.0
2019-05-02,  17.8, 378.3
2019-05-03,  18.2, 375.6
2019-05-04,  17.2, 343.8
2019-05-05,  19.0, 315.3
2019-05-06,  15.6, 361.7
2019-05-07,  13.6, 384.4
2019-05-08,  15.6, 376.6
2019-05-09,  16.7, 378.3
2019-05-10,  15.6, 375.6
2019-05-11,  12.8, 365.5
2019-05-12,  13.8, 328.9
2019-05-13,  15.1, 364.9
2019-05-14,  11.3, 402.8
2019-05-15,  13.8, 390.3
2019-05-16,  16.3, 378.3
2019-05-17,  18.3, 375.6
2019-05-18,  19.3, 343.8
2019-05-19,  13.7, 329.7
2019-05-20,  13.3, 379.3
2019-05-21,  13.8, 382.8
2019-05-22,  11.9, 405.5
2019-05-23,   9.2, 428.8
2019-05-24,  10.9, 412.5
2019-05-25,  12.4, 368.7
2019-05-26,  14.2, 325.7
2019-05-27,  14.1, 372.9
2019-05-28,  12.4, 394.0
2019-05-29,   9.9, 421.5
2019-05-30,  11.0, 414.3
2019-05-31,  10.7, 414.1
2019-06-01,  13.3, 361.5
2019-06-02,  12.1, 342.5
2019-06-03,  13.3, 379.3
2019-06-04,  13.7, 383.6
2019-06-05,  14.9, 381.4
2019-06-06,  16.6, 378.3
2019-06-07,  13.0, 395.7
2019-06-08,  11.0, 379.9
2019-06-09,  12.7, 337.7
2019-06-10,  16.2, 361.7
2019-06-11,  14.4, 378.0
2019-06-12,  18.5, 376.6
2019-06-13,  16.8, 378.3
2019-06-14,  15.9, 375.6
2019-06-15,  12.8, 365.5
2019-06-16,  15.0, 319.3
2019-06-17,  15.2, 364.1
2019-06-18,  12.1, 396.4
2019-06-19,  12.6, 399.9
2019-06-20,   9.8, 424.0
2019-06-21,  12.9, 396.5
2019-06-22,  15.5, 343.8
2019-06-23,  17.7, 315.3
2019-06-24,  12.4, 386.5
2019-06-25,   9.4, 418.1
2019-06-26,   7.8, 438.4
2019-06-27,   9.3, 428.0
2019-06-28,  12.6, 398.9
2019-06-29,  12.3, 369.5
2019-06-30,   9.4, 364.2
2019-07-01,   6.4, 434.6
2019-07-02,   9.6, 416.5
2019-07-03,   5.7, 455.2
2019-07-04,   4.6, 465.7
2019-07-05,   4.4, 464.6
2019-07-06,   3.2, 442.4
2019-07-07,   5.6, 394.6
2019-07-08,   7.6, 425.0
2019-07-09,  10.6, 408.5
2019-07-10,  11.4, 409.5
2019-07-11,  10.9, 415.1
2019-07-12,  12.0, 403.7
2019-07-13,   7.1, 411.2
2019-07-14,   6.7, 385.8
2019-07-15,   8.9, 414.6
2019-07-16,   7.5, 433.3
2019-07-17,  10.8, 414.3
2019-07-18,  12.4, 403.1
2019-07-19,  12.0, 403.7
2019-07-20,  15.6, 343.8
2019-07-21,  19.3, 315.3
2019-07-22,  10.9, 398.5
2019-07-23,   8.0, 429.3
2019-07-24,   7.5, 440.8
2019-07-25,   9.2, 428.8
2019-07-26,  11.6, 406.9
2019-07-27,  10.3, 385.5
2019-07-28,  10.8, 352.9
2019-07-29,  11.9, 390.5
2019-07-30,  10.3, 410.9
2019-07-31,  13.5, 392.7
2019-08-01,  11.2, 412.7
2019-08-02,   8.9, 428.5
2019-08-03,   8.0, 404.0
2019-08-04,   9.4, 364.2
2019-08-05,  11.5, 393.7
2019-08-06,  14.0, 381.2
2019-08-07,  11.0, 412.7
2019-08-08,   8.6, 433.6
2019-08-09,   7.6, 439.0
2019-08-10,   8.3, 401.6
2019-08-11,  10.3, 357.0
2019-08-12,   9.6, 409.0
2019-08-13,   5.5, 449.3
2019-08-14,   1.6, 488.1
2019-08-15,   9.0, 430.4
2019-08-16,  12.3, 401.3
2019-08-17,  12.7, 366.3
2019-08-18,   7.8, 377.0
2019-08-19,   4.7, 448.3
2019-08-20,   6.8, 438.9
2019-08-21,   7.9, 437.6
2019-08-22,   9.5, 426.4
2019-08-23,   9.2, 426.1
2019-08-24,  12.1, 371.1
2019-08-25,  12.9, 336.1
2019-08-26,  16.6, 361.7
2019-08-27,  16.8, 369.2
2019-08-28,  19.8, 376.6
2019-08-29,  17.8, 378.3
2019-08-30,  11.4, 408.5
2019-08-31,  10.7, 382.3
2019-09-01,   8.4, 372.2
2019-09-02,   7.9, 422.6
2019-09-03,   5.9, 446.1
2019-09-04,   6.4, 449.6
2019-09-05,   7.8, 440.0
2019-09-06,  11.1, 410.9
2019-09-07,  12.7, 366.3
2019-09-08,  13.5, 331.3
2019-09-09,  12.6, 384.9
2019-09-10,  12.5, 393.2
2019-09-11,  12.1, 403.9
2019-09-12,  11.1, 413.5
2019-09-13,  11.6, 406.9
2019-09-14,  14.0, 355.9
2019-09-15,  15.5, 315.3
2019-09-16,  14.0, 373.7
2019-09-17,  13.1, 388.4
2019-09-18,  13.8, 390.3
2019-09-19,  13.9, 391.1
2019-09-20,  11.2, 410.1
2019-09-21,  13.2, 362.3
2019-09-22,  11.9, 344.1
2019-09-23,  13.8, 375.3
2019-09-24,  16.8, 369.2
2019-09-25,  20.2, 376.6
2019-09-26,  18.0, 378.3
2019-09-27,  15.2, 378.0
2019-09-28,  16.5, 343.8
2019-09-29,  20.8, 315.3
2019-09-30,  22.2, 366.0
2019-10-01,  14.2, 379.6
2019-10-02,  13.0, 396.7
2019-10-03,  10.3, 420.0
2019-10-04,  13.4, 392.5
2019-10-05,  13.9, 356.7
2019-10-06,  13.9, 328.1
2019-10-07,  16.6, 361.7
2019-10-08,  17.0, 369.2
2019-10-09,  17.9, 376.6
2019-10-10,  22.2, 382.6
2019-10-11,  20.7, 375.6
2019-10-12,  18.8, 343.8
2019-10-13,  16.3, 315.3
2019-10-14,  10.1, 405.0
2019-10-15,  11.2, 403.6
2019-10-16,  14.6, 383.8
2019-10-17,  16.2, 378.3
2019-10-18,  16.5, 375.6
2019-10-19,  15.6, 343.8
2019-10-20,  14.2, 325.7
2019-10-21,  14.1, 372.9
2019-10-22,  15.5, 369.2
2019-10-23,  14.6, 383.8
2019-10-24,  16.3, 378.3
2019-10-25,  21.1, 375.6
2019-10-26,  22.4, 352.4
2019-10-27,  21.4, 315.3
2019-10-28,  19.7, 361.7
2019-10-29,  15.9, 369.2
2019-10-30,  17.3, 376.6
2019-10-31,  17.6, 378.3
2019-11-01,  19.1, 375.6
2019-11-02,  21.1, 343.8
2019-11-03,  17.1, 315.3
2019-11-04,  19.6, 361.7
2019-11-05,  18.7, 369.2
2019-11-06,  20.2, 376.6
2019-11-07,  21.6, 378.3
2019-11-08,  17.6, 375.6
2019-11-09,  19.8, 343.8
2019-11-10,  18.9, 315.3
2019-11-11,  19.6, 361.7
2019-11-12,  21.5, 369.2
2019-11-13,  24.1, 421.7
2019-11-14,  23.0, 399.7
2019-11-15,  23.0, 397.1
2019-11-16,  21.2, 343.8
2019-11-17,  23.6, 349.6
2019-11-18,  25.1, 428.2
2019-11-19,  24.0, 412.1
2019-11-20,  27.3, 490.5
2019-11-21,  25.6, 455.6
2019-11-22,  20.9, 375.6
2019-11-23,  17.7, 343.8
2019-11-24,  20.9, 315.3
2019-11-25,  19.0, 361.7
2019-11-26,  20.0, 369.2
2019-11-27,  20.2, 376.6
2019-11-28,  22.6, 391.2
2019-11-29,  23.5, 407.8
2019-11-30,  22.0, 343.8
2019-12-01,  19.1, 315.3
2019-12-02,  20.0, 361.7
2019-12-03,  19.4, 369.2
2019-12-04,  19.0, 376.6
2019-12-05,  17.7, 378.3
2019-12-06,  23.0, 397.1
2019-12-07,  20.8, 343.8
2019-12-08,  24.5, 369.0
2019-12-09,  27.4, 477.7
2019-12-10,  29.9, 538.9
2019-12-11,  29.4, 535.6
2019-12-12,  22.4, 386.9
2019-12-13,  19.4, 375.6
2019-12-14,  24.6, 399.7
2019-12-15,  21.1, 315.3
2019-12-16,  21.6, 361.7
2019-12-17,  22.3, 375.6
2019-12-18,  26.3, 469.0
2019-12-19,  26.6, 477.1
2019-12-20,  21.5, 375.6
2019-12-21,  18.1, 343.8
2019-12-22,  17.8, 315.3
2019-12-23,  22.7, 376.7
2019-12-24,  26.1, 457.2
2019-12-25,  20.3, 376.6
2019-12-26,  20.9, 378.3
2019-12-27,  25.6, 452.9
2019-12-28,  25.9, 427.6
2019-12-29,  27.0, 422.7
2019-12-30,  24.0, 404.6
2019-12-31,  23.1, 392.8
2020-01-01,  21.7, 376.6
2020-01-02,  21.0, 378.3
2020-01-03,  22.5, 386.4
2020-01-04,  23.1, 367.5
2020-01-05,  23.9, 356.1
2020-01-06,  21.7, 361.7
2020-01-07,  21.6, 369.2
2020-01-08,  24.7, 434.6
2020-01-09,  25.2, 447.0
2020-01-10,  24.9, 437.9
2020-01-11,  25.0, 408.3
2020-01-12,  24.4, 366.8
2020-01-13,  24.1, 406.8
2020-01-14,  24.9, 431.5
2020-01-15,  24.1, 421.7
2020-01-16,  18.8, 378.3
2020-01-17,  20.0, 375.6
2020-01-18,  23.6, 378.2
2020-01-19,  25.7, 394.7
2020-01-20,  27.6, 481.9
2020-01-21,  23.9, 410.0
2020-01-22,  25.0, 441.1
2020-01-23,  25.3, 449.1
2020-01-24,  26.9, 480.9
2020-01-25,  27.9, 470.6
2020-01-26,  27.1, 424.8
2020-01-27,  20.6, 361.7
2020-01-28,  23.1, 392.8
2020-01-29,  22.0, 376.6
2020-01-30,  18.6, 378.3
2020-01-31,  20.9, 375.6
2020-02-01,  23.9, 384.6
2020-02-02,  26.7, 416.2
2020-02-03,  27.7, 484.1
2020-02-04,  28.2, 502.3
2020-02-05,  28.2, 509.8
2020-02-06,  29.4, 537.2
2020-02-07,  27.3, 489.5
2020-02-08,  22.6, 356.7
2020-02-09,  19.4, 315.3
2020-02-10,  18.4, 361.7
2020-02-11,  21.0, 369.2
2020-02-12,  22.9, 396.0
