0,1,2,3
N,Norte,26/10/2001,210.608.750.000
N,Norte,27/10/2001,204.057.083.333
N,Norte,28/10/2001,198.824.166.667
N,Norte,29/10/2001,210.597.500.000
N,Norte,30/10/2001,215.557.916.667
N,Norte,31/10/2001,218.138.750.000
N,Norte,01/11/2001,213.447.916.667
N,Norte,02/11/2001,199.991.250.000
N,Norte,03/11/2001,203.522.500.000
N,Norte,04/11/2001,197.380.416.667
N,Norte,05/11/2001,212.945.000.000
N,Norte,06/11/2001,215.293.375.000
N,Norte,07/11/2001,215.195.833.333
N,Norte,08/11/2001,213.126.666.667
N,Norte,09/11/2001,213.147.500.000
N,Norte,10/11/2001,207.701.250.000
N,Norte,11/11/2001,197.781.666.667
N,Norte,12/11/2001,213.163.208.333
N,Norte,13/11/2001,213.398.750.000
N,Norte,14/11/2001,213.857.916.667
N,Norte,15/11/2001,202.717.083.333
N,Norte,16/11/2001,209.287.916.667
N,Norte,17/11/2001,204.502.916.667
N,Norte,18/11/2001,196.944.166.667
N,Norte,19/11/2001,207.349.583.333
N,Norte,20/11/2001,206.339.166.667
N,Norte,21/11/2001,206.685.833.333
N,Norte,22/11/2001,205.475.833.333
N,Norte,23/11/2001,204.008.333.333
N,Norte,24/11/2001,198.563.750.000
N,Norte,25/11/2001,191.970.416.667
N,Norte,26/11/2001,202.462.500.000
N,Norte,27/11/2001,203.059.166.667
N,Norte,28/11/2001,204.885.833.333
N,Norte,29/11/2001,201.513.750.000
N,Norte,30/11/2001,200.702.500.000
N,Norte,01/12/2001,195.150.416.667
N,Norte,02/12/2001,185.202.083.333
N,Norte,03/12/2001,199.712.500.000
N,Norte,04/12/2001,197.805.833.333
N,Norte,05/12/2001,200.797.083.333
N,Norte,06/12/2001,199.831.250.000
N,Norte,07/12/2001,203.117.916.667
N,Norte,08/12/2001,200.189.166.667
N,Norte,09/12/2001,185.311.250.000
N,Norte,10/12/2001,203.096.250.000
N,Norte,11/12/2001,208.039.166.667
N,Norte,12/12/2001,209.487.500.000
N,Norte,13/12/2001,209.554.583.333
N,Norte,14/12/2001,211.702.500.000
N,Norte,15/12/2001,207.410.833.333
N,Norte,16/12/2001,198.048.750.000
N,Norte,17/12/2001,213.042.083.333
N,Norte,18/12/2001,213.626.666.667
N,Norte,19/12/2001,214.690.833.333
N,Norte,20/12/2001,214.841.666.667
N,Norte,21/12/2001,212.612.500.000
N,Norte,22/12/2001,202.758.750.000
N,Norte,23/12/2001,198.236.250.000
N,Norte,24/12/2001,202.132.916.667
N,Norte,25/12/2001,195.295.833.333
N,Norte,26/12/2001,206.854.166.667
N,Norte,27/12/2001,209.407.083.333
N,Norte,28/12/2001,202.960.000.000
N,Norte,29/12/2001,197.062.916.667
N,Norte,30/12/2001,190.101.666.667
N,Norte,31/12/2001,195.798.333.333
N,Norte,01/01/2002,194.096.250.000
N,Norte,02/01/2002,209.864.583.333
N,Norte,03/01/2002,214.312.500.000
N,Norte,04/01/2002,218.056.666.667
N,Norte,05/01/2002,218.822.500.000
N,Norte,06/01/2002,205.409.583.333
N,Norte,07/01/2002,214.298.333.333
N,Norte,08/01/2002,216.062.083.333
N,Norte,09/01/2002,215.494.166.667
N,Norte,10/01/2002,200.860.416.667
N,Norte,11/01/2002,215.303.750.000
N,Norte,12/01/2002,216.155.000.000
N,Norte,13/01/2002,212.505.416.667
N,Norte,14/01/2002,224.311.250.000
N,Norte,15/01/2002,225.780.000.000
N,Norte,16/01/2002,225.719.583.333
N,Norte,17/01/2002,226.315.833.333
N,Norte,18/01/2002,227.706.250.000
N,Norte,19/01/2002,220.947.916.667
N,Norte,20/01/2002,213.689.583.333
N,Norte,21/01/2002,225.630.416.667
N,Norte,22/01/2002,225.580.000.000
N,Norte,23/01/2002,224.985.416.667
N,Norte,24/01/2002,225.885.000.000
N,Norte,25/01/2002,225.928.750.000
N,Norte,26/01/2002,217.581.666.667
N,Norte,27/01/2002,201.436.666.667
N,Norte,28/01/2002,215.387.083.333
N,Norte,29/01/2002,212.557.916.667
N,Norte,30/01/2002,218.435.000.000
N,Norte,31/01/2002,217.367.916.667
N,Norte,01/02/2002,215.759.583.333
N,Norte,02/02/2002,209.396.666.667
N,Norte,03/02/2002,208.389.583.333
N,Norte,04/02/2002,214.200.000.000
N,Norte,05/02/2002,217.761.250.000
N,Norte,06/02/2002,218.733.333.333
N,Norte,07/02/2002,219.624.583.333
N,Norte,08/02/2002,220.225.416.667
N,Norte,09/02/2002,216.490.833.333
N,Norte,10/02/2002,212.324.583.333
N,Norte,11/02/2002,207.062.083.333
N,Norte,12/02/2002,202.964.583.333
N,Norte,13/02/2002,212.565.416.667
N,Norte,14/02/2002,218.643.333.333
N,Norte,15/02/2002,220.788.333.333
N,Norte,16/02/2002,213.388.750.000
N,Norte,17/02/2002,204.263.333.333
N,Norte,18/02/2002,223.562.916.667
N,Norte,19/02/2002,224.256.250.000
N,Norte,20/02/2002,224.987.500.000
N,Norte,21/02/2002,226.936.250.000
N,Norte,22/02/2002,226.031.250.000
N,Norte,23/02/2002,229.740.833.333
N,Norte,24/02/2002,208.809.166.667
N,Norte,25/02/2002,226.023.750.000
N,Norte,26/02/2002,224.770.833.333
N,Norte,27/02/2002,226.508.333.333
N,Norte,28/02/2002,228.475.833.333
N,Norte,01/03/2002,228.687.500.000
N,Norte,02/03/2002,218.073.333.333
N,Norte,03/03/2002,204.922.916.667
N,Norte,04/03/2002,214.097.916.667
N,Norte,05/03/2002,216.162.916.667
N,Norte,06/03/2002,215.834.166.667
N,Norte,07/03/2002,216.891.666.667
N,Norte,08/03/2002,217.159.583.333
N,Norte,09/03/2002,235.313.333.333
N,Norte,10/03/2002,235.700.833.333
N,Norte,11/03/2002,221.751.666.667
N,Norte,12/03/2002,221.498.333.333
N,Norte,13/03/2002,224.682.916.667
N,Norte,14/03/2002,232.719.583.333
N,Norte,15/03/2002,247.041.666.667
N,Norte,16/03/2002,237.669.166.667
N,Norte,17/03/2002,228.391.250.000
N,Norte,18/03/2002,242.900.000.000
N,Norte,19/03/2002,241.742.916.667
N,Norte,20/03/2002,244.677.500.000
N,Norte,21/03/2002,245.415.833.333
N,Norte,22/03/2002,244.913.333.333
N,Norte,23/03/2002,235.716.666.667
N,Norte,24/03/2002,226.929.166.667
N,Norte,25/03/2002,242.225.833.333
N,Norte,26/03/2002,244.121.666.667
N,Norte,27/03/2002,244.053.750.000
N,Norte,28/03/2002,238.095.833.333
N,Norte,29/03/2002,225.479.166.667
N,Norte,30/03/2002,232.835.416.667
N,Norte,31/03/2002,224.442.083.333
N,Norte,01/04/2002,241.865.000.000
N,Norte,02/04/2002,242.785.000.000
N,Norte,03/04/2002,239.932.916.667
N,Norte,04/04/2002,242.799.166.667
N,Norte,05/04/2002,243.885.000.000
N,Norte,06/04/2002,236.652.083.333
N,Norte,07/04/2002,224.634.583.333
N,Norte,08/04/2002,243.617.916.667
N,Norte,09/04/2002,255.331.250.000
N,Norte,10/04/2002,262.611.666.667
N,Norte,11/04/2002,259.213.750.000
N,Norte,12/04/2002,258.577.500.000
N,Norte,13/04/2002,251.290.833.333
N,Norte,14/04/2002,243.851.250.000
N,Norte,15/04/2002,260.965.833.333
N,Norte,16/04/2002,258.626.250.000
N,Norte,17/04/2002,260.194.583.333
N,Norte,18/04/2002,264.594.583.333
N,Norte,19/04/2002,265.520.833.333
N,Norte,20/04/2002,258.488.750.000
N,Norte,21/04/2002,245.736.250.000
N,Norte,22/04/2002,253.189.583.333
N,Norte,23/04/2002,250.393.750.000
N,Norte,24/04/2002,249.815.125.000
N,Norte,25/04/2002,249.472.916.667
N,Norte,26/04/2002,251.117.916.667
N,Norte,27/04/2002,243.135.416.667
N,Norte,28/04/2002,232.112.791.667
N,Norte,29/04/2002,250.638.333.333
N,Norte,30/04/2002,245.644.583.333
N,Norte,01/05/2002,237.262.500.000
N,Norte,02/05/2002,243.211.666.667
N,Norte,03/05/2002,243.833.750.000
N,Norte,04/05/2002,236.809.166.667
N,Norte,05/05/2002,227.081.250.000
N,Norte,06/05/2002,246.877.916.667
N,Norte,07/05/2002,235.885.416.667
N,Norte,08/05/2002,246.564.583.333
N,Norte,09/05/2002,227.164.583.333
N,Norte,10/05/2002,231.770.833.333
N,Norte,11/05/2002,217.373.333.333
N,Norte,12/05/2002,209.906.250.000
N,Norte,13/05/2002,223.548.333.333
N,Norte,14/05/2002,230.957.500.000
N,Norte,15/05/2002,228.393.333.333
N,Norte,16/05/2002,229.785.000.000
N,Norte,17/05/2002,230.645.416.667
N,Norte,18/05/2002,219.416.666.667
N,Norte,19/05/2002,210.686.250.000
N,Norte,20/05/2002,226.890.000.000
N,Norte,21/05/2002,228.605.416.667
N,Norte,22/05/2002,229.620.000.000
N,Norte,23/05/2002,227.920.416.667
N,Norte,24/05/2002,226.611.250.000
N,Norte,25/05/2002,224.895.833.333
N,Norte,26/05/2002,214.906.250.000
N,Norte,27/05/2002,221.745.833.333
N,Norte,28/05/2002,229.715.833.333
N,Norte,29/05/2002,227.645.833.333
N,Norte,30/05/2002,213.347.500.000
N,Norte,31/05/2002,225.369.583.333
N,Norte,01/06/2002,216.936.666.667
N,Norte,02/06/2002,208.413.333.333
N,Norte,03/06/2002,224.985.416.667
N,Norte,04/06/2002,235.133.750.000
N,Norte,05/06/2002,227.860.416.667
N,Norte,06/06/2002,230.344.583.333
N,Norte,07/06/2002,226.674.166.667
N,Norte,08/06/2002,214.390.000.000
N,Norte,09/06/2002,208.211.250.000
N,Norte,10/06/2002,230.920.416.667
N,Norte,11/06/2002,233.524.583.333
N,Norte,12/06/2002,232.552.083.333
N,Norte,13/06/2002,230.060.416.667
N,Norte,14/06/2002,226.958.750.000
N,Norte,15/06/2002,219.800.000.000
N,Norte,16/06/2002,215.881.250.000
N,Norte,17/06/2002,223.640.416.667
N,Norte,18/06/2002,229.553.750.000
N,Norte,19/06/2002,230.193.750.000
N,Norte,20/06/2002,235.277.916.667
N,Norte,21/06/2002,240.018.333.333
N,Norte,22/06/2002,244.147.083.333
N,Norte,23/06/2002,232.025.000.000
N,Norte,24/06/2002,255.528.333.333
N,Norte,25/06/2002,248.414.166.667
N,Norte,26/06/2002,232.228.750.000
N,Norte,27/06/2002,240.030.416.667
N,Norte,28/06/2002,238.478.333.333
N,Norte,29/06/2002,233.957.500.000
N,Norte,30/06/2002,225.331.666.667
N,Norte,01/07/2002,237.670.000.000
N,Norte,02/07/2002,239.136.250.000
N,Norte,03/07/2002,240.252.500.000
N,Norte,04/07/2002,239.994.166.667
N,Norte,05/07/2002,238.810.000.000
N,Norte,06/07/2002,233.110.833.333
N,Norte,07/07/2002,224.077.916.667
N,Norte,08/07/2002,241.682.500.000
N,Norte,09/07/2002,241.981.666.667
N,Norte,10/07/2002,243.656.250.000
N,Norte,11/07/2002,243.395.416.667
N,Norte,12/07/2002,242.080.833.333
N,Norte,13/07/2002,225.325.000.000
N,Norte,14/07/2002,222.439.583.333
N,Norte,15/07/2002,239.082.500.000
N,Norte,16/07/2002,240.145.833.333
N,Norte,17/07/2002,240.572.916.667
N,Norte,18/07/2002,236.702.083.333
N,Norte,19/07/2002,227.063.333.333
N,Norte,20/07/2002,220.198.750.000
N,Norte,21/07/2002,218.501.666.667
N,Norte,22/07/2002,237.197.916.667
N,Norte,23/07/2002,239.714.166.667
N,Norte,24/07/2002,241.469.166.667
N,Norte,25/07/2002,244.262.500.000
N,Norte,26/07/2002,247.585.000.000
N,Norte,27/07/2002,236.111.666.667
N,Norte,28/07/2002,232.231.666.667
N,Norte,29/07/2002,247.170.416.667
N,Norte,30/07/2002,245.451.666.667
N,Norte,31/07/2002,239.631.250.000
N,Norte,01/08/2002,239.244.166.667
N,Norte,02/08/2002,243.987.916.667
N,Norte,03/08/2002,234.196.666.667
N,Norte,04/08/2002,225.051.250.000
N,Norte,05/08/2002,242.759.583.333
N,Norte,06/08/2002,243.910.000.000
N,Norte,07/08/2002,244.550.000.000
N,Norte,08/08/2002,245.239.166.667
N,Norte,09/08/2002,245.685.833.333
N,Norte,10/08/2002,241.181.250.000
N,Norte,11/08/2002,234.373.750.000
N,Norte,12/08/2002,251.622.083.333
N,Norte,13/08/2002,252.295.000.000
N,Norte,14/08/2002,247.826.250.000
N,Norte,15/08/2002,242.390.416.667
N,Norte,16/08/2002,239.896.666.667
N,Norte,17/08/2002,242.892.083.333
N,Norte,18/08/2002,233.348.750.000
N,Norte,19/08/2002,248.039.166.667
N,Norte,20/08/2002,250.547.083.333
N,Norte,21/08/2002,247.955.416.667
N,Norte,22/08/2002,246.158.750.000
N,Norte,23/08/2002,248.860.833.333
N,Norte,24/08/2002,244.347.083.333
N,Norte,25/08/2002,228.274.166.667
N,Norte,26/08/2002,249.144.166.667
N,Norte,27/08/2002,249.152.083.333
N,Norte,28/08/2002,254.691.666.667
N,Norte,29/08/2002,250.152.916.667
N,Norte,30/08/2002,253.827.916.667
N,Norte,31/08/2002,241.185.833.333
N,Norte,01/09/2002,228.419.583.333
N,Norte,02/09/2002,247.495.416.667
N,Norte,03/09/2002,247.851.666.667
N,Norte,04/09/2002,245.252.500.000
N,Norte,05/09/2002,231.055.833.333
N,Norte,06/09/2002,240.596.666.667
N,Norte,07/09/2002,215.477.083.333
N,Norte,08/09/2002,218.899.166.667
N,Norte,09/09/2002,240.844.583.333
N,Norte,10/09/2002,238.606.666.667
N,Norte,11/09/2002,235.485.833.333
N,Norte,12/09/2002,237.029.583.333
N,Norte,13/09/2002,239.815.000.000
N,Norte,14/09/2002,228.040.833.333
N,Norte,15/09/2002,218.130.416.667
N,Norte,16/09/2002,234.449.166.667
N,Norte,17/09/2002,237.811.250.000
N,Norte,18/09/2002,237.590.000.000
N,Norte,19/09/2002,237.461.250.000
N,Norte,20/09/2002,238.480.833.333
N,Norte,21/09/2002,230.146.666.667
N,Norte,22/09/2002,222.877.083.333
N,Norte,23/09/2002,238.942.916.667
N,Norte,24/09/2002,247.881.666.667
N,Norte,25/09/2002,244.805.416.667
N,Norte,26/09/2002,223.603.333.333
N,Norte,27/09/2002,242.514.583.333
N,Norte,28/09/2002,234.987.916.667
N,Norte,29/09/2002,222.659.583.333
N,Norte,30/09/2002,234.323.333.333
N,Norte,01/10/2002,234.195.000.000
N,Norte,02/10/2002,237.326.250.000
N,Norte,03/10/2002,240.097.500.000
N,Norte,04/10/2002,240.660.833.333
N,Norte,05/10/2002,230.668.333.333
N,Norte,06/10/2002,222.636.250.000
N,Norte,07/10/2002,238.077.500.000
N,Norte,08/10/2002,244.534.583.333
N,Norte,09/10/2002,248.510.416.667
N,Norte,10/10/2002,242.916.666.667
N,Norte,11/10/2002,245.133.750.000
N,Norte,12/10/2002,234.610.000.000
N,Norte,13/10/2002,218.306.666.667
N,Norte,14/10/2002,231.870.000.000
N,Norte,15/10/2002,221.528.333.333
N,Norte,16/10/2002,213.753.750.000
N,Norte,17/10/2002,229.287.500.000
N,Norte,18/10/2002,232.721.250.000
N,Norte,19/10/2002,217.894.166.667
N,Norte,20/10/2002,197.827.083.333
N,Norte,21/10/2002,213.251.666.667
N,Norte,22/10/2002,215.232.083.333
N,Norte,23/10/2002,229.130.416.667
N,Norte,24/10/2002,219.699.583.333
N,Norte,25/10/2002,231.635.833.333
N,Norte,26/10/2002,220.364.958.333
N,Norte,27/10/2002,208.555.458.333
N,Norte,28/10/2002,221.467.916.667
N,Norte,29/10/2002,221.250.416.667
N,Norte,30/10/2002,215.993.750.000
N,Norte,31/10/2002,211.350.416.667
N,Norte,01/11/2002,211.510.833.333
N,Norte,02/11/2002,209.388.750.000
N,Norte,03/11/2002,192.736.666.667
N,Norte,04/11/2002,216.143.333.333
N,Norte,05/11/2002,215.547.916.667
N,Norte,06/11/2002,222.417.916.667
N,Norte,07/11/2002,227.478.333.333
N,Norte,08/11/2002,219.690.000.000
N,Norte,09/11/2002,211.725.416.667
N,Norte,10/11/2002,202.143.333.333
N,Norte,11/11/2002,218.760.000.000
N,Norte,12/11/2002,220.998.333.333
N,Norte,13/11/2002,225.055.000.000
N,Norte,14/11/2002,205.517.083.333
N,Norte,15/11/2002,209.953.333.333
N,Norte,16/11/2002,210.837.083.333
N,Norte,17/11/2002,200.395.416.667
N,Norte,18/11/2002,215.382.083.333
N,Norte,19/11/2002,219.923.333.333
N,Norte,20/11/2002,228.656.250.000
N,Norte,21/11/2002,269.882.500.000
N,Norte,22/11/2002,267.042.916.667
N,Norte,23/11/2002,256.978.750.000
N,Norte,24/11/2002,248.225.416.667
N,Norte,25/11/2002,267.786.250.000
N,Norte,26/11/2002,269.926.250.000
N,Norte,27/11/2002,274.560.833.333
N,Norte,28/11/2002,272.355.416.667
N,Norte,29/11/2002,269.557.916.667
N,Norte,30/11/2002,259.849.166.667
N,Norte,01/12/2002,249.084.583.333
N,Norte,02/12/2002,265.310.833.333
N,Norte,03/12/2002,266.619.583.333
N,Norte,04/12/2002,270.684.583.333
N,Norte,05/12/2002,262.389.583.333
N,Norte,06/12/2002,269.533.333.333
N,Norte,07/12/2002,260.909.583.333
N,Norte,08/12/2002,242.708.333.333
N,Norte,09/12/2002,251.338.333.333
N,Norte,10/12/2002,253.825.416.667
N,Norte,11/12/2002,263.858.333.333
N,Norte,12/12/2002,262.284.583.333
N,Norte,13/12/2002,261.741.250.000
N,Norte,14/12/2002,255.792.083.333
N,Norte,15/12/2002,248.370.416.667
N,Norte,16/12/2002,264.025.000.000
N,Norte,17/12/2002,263.635.000.000
N,Norte,18/12/2002,261.703.750.000
N,Norte,19/12/2002,261.571.666.667
N,Norte,20/12/2002,260.725.000.000
N,Norte,21/12/2002,252.166.250.000
N,Norte,22/12/2002,246.615.833.333
N,Norte,23/12/2002,262.142.916.667
N,Norte,24/12/2002,261.384.583.333
N,Norte,25/12/2002,248.850.833.333
N,Norte,26/12/2002,262.288.750.000
N,Norte,27/12/2002,264.512.916.667
N,Norte,28/12/2002,257.167.916.667
N,Norte,29/12/2002,251.128.750.000
N,Norte,30/12/2002,262.041.666.667
N,Norte,31/12/2002,259.597.916.667
N,Norte,01/01/2003,249.419.166.667
N,Norte,02/01/2003,261.581.666.667
N,Norte,03/01/2003,264.323.333.333
N,Norte,04/01/2003,259.447.916.667
N,Norte,05/01/2003,253.496.666.667
N,Norte,06/01/2003,269.054.166.667
N,Norte,07/01/2003,272.402.500.000
N,Norte,08/01/2003,270.323.333.333
N,Norte,09/01/2003,271.682.083.333
N,Norte,10/01/2003,271.970.416.667
N,Norte,11/01/2003,263.965.000.000
N,Norte,12/01/2003,250.208.750.000
N,Norte,13/01/2003,270.280.833.333
N,Norte,14/01/2003,267.103.750.000
N,Norte,15/01/2003,268.742.083.333
N,Norte,16/01/2003,267.336.666.667
N,Norte,17/01/2003,263.832.916.667
N,Norte,18/01/2003,255.463.750.000
N,Norte,19/01/2003,231.333.750.000
N,Norte,20/01/2003,256.265.833.333
N,Norte,21/01/2003,258.673.333.333
N,Norte,22/01/2003,259.190.416.667
N,Norte,23/01/2003,260.478.333.333
N,Norte,24/01/2003,259.963.333.333
N,Norte,25/01/2003,256.413.750.000
N,Norte,26/01/2003,248.056.250.000
N,Norte,27/01/2003,263.302.916.667
N,Norte,28/01/2003,261.242.083.333
N,Norte,29/01/2003,262.752.083.333
N,Norte,30/01/2003,264.608.333.333
N,Norte,31/01/2003,262.002.916.667
N,Norte,01/02/2003,256.252.916.667
N,Norte,02/02/2003,247.890.833.333
N,Norte,03/02/2003,264.172.916.667
N,Norte,04/02/2003,269.370.000.000
N,Norte,05/02/2003,269.377.083.333
N,Norte,06/02/2003,267.335.416.667
N,Norte,07/02/2003,268.731.666.667
N,Norte,08/02/2003,256.496.666.667
N,Norte,09/02/2003,249.756.666.667
N,Norte,10/02/2003,264.370.416.667
N,Norte,11/02/2003,274.003.750.000
N,Norte,12/02/2003,269.995.000.000
N,Norte,13/02/2003,268.664.166.667
N,Norte,14/02/2003,268.502.083.333
N,Norte,15/02/2003,262.689.166.667
N,Norte,16/02/2003,248.037.500.000
N,Norte,17/02/2003,268.667.916.667
N,Norte,18/02/2003,271.987.083.333
N,Norte,19/02/2003,272.272.916.667
N,Norte,20/02/2003,274.731.250.000
N,Norte,21/02/2003,278.588.333.333
N,Norte,22/02/2003,280.439.583.333
N,Norte,23/02/2003,257.594.583.333
N,Norte,24/02/2003,277.395.833.333
N,Norte,25/02/2003,280.211.666.667
N,Norte,26/02/2003,280.411.250.000
N,Norte,27/02/2003,281.780.000.000
N,Norte,28/02/2003,281.291.666.667
N,Norte,01/03/2003,270.522.916.667
N,Norte,02/03/2003,260.270.833.333
N,Norte,03/03/2003,266.497.083.333
N,Norte,04/03/2003,261.784.166.667
N,Norte,05/03/2003,270.700.833.333
N,Norte,06/03/2003,277.334.583.333
N,Norte,07/03/2003,280.099.166.667
N,Norte,08/03/2003,271.010.000.000
N,Norte,09/03/2003,262.415.000.000
N,Norte,10/03/2003,280.626.666.667
N,Norte,11/03/2003,279.942.083.333
N,Norte,12/03/2003,276.239.583.333
N,Norte,13/03/2003,274.076.666.667
N,Norte,14/03/2003,274.517.500.000
N,Norte,15/03/2003,257.720.416.667
N,Norte,16/03/2003,245.190.000.000
N,Norte,17/03/2003,273.944.583.333
N,Norte,18/03/2003,276.452.083.333
N,Norte,19/03/2003,272.989.583.333
N,Norte,20/03/2003,275.365.000.000
N,Norte,21/03/2003,282.132.500.000
N,Norte,22/03/2003,268.574.166.667
N,Norte,23/03/2003,256.235.000.000
N,Norte,24/03/2003,277.889.166.667
N,Norte,25/03/2003,279.076.666.667
N,Norte,26/03/2003,276.046.250.000
N,Norte,27/03/2003,278.126.666.667
N,Norte,28/03/2003,277.216.666.667
N,Norte,29/03/2003,268.621.666.667
N,Norte,30/03/2003,259.619.583.333
N,Norte,31/03/2003,278.263.333.333
N,Norte,01/04/2003,279.129.583.333
N,Norte,02/04/2003,276.209.583.333
N,Norte,03/04/2003,277.264.583.333
N,Norte,04/04/2003,274.782.083.333
N,Norte,05/04/2003,269.325.833.333
N,Norte,06/04/2003,262.790.000.000
N,Norte,07/04/2003,279.550.833.333
N,Norte,08/04/2003,282.176.250.000
N,Norte,09/04/2003,283.670.416.667
N,Norte,10/04/2003,278.510.833.333
N,Norte,11/04/2003,283.336.083.333
N,Norte,12/04/2003,276.047.083.333
N,Norte,13/04/2003,265.762.083.333
N,Norte,14/04/2003,282.477.500.000
N,Norte,15/04/2003,282.011.666.667
N,Norte,16/04/2003,281.968.750.000
N,Norte,17/04/2003,277.765.416.667
N,Norte,18/04/2003,262.945.416.667
N,Norte,19/04/2003,268.606.250.000
N,Norte,20/04/2003,264.017.500.000
N,Norte,21/04/2003,267.107.500.000
N,Norte,22/04/2003,284.787.083.333
N,Norte,23/04/2003,283.690.416.667
N,Norte,24/04/2003,281.847.916.667
N,Norte,25/04/2003,284.495.416.667
N,Norte,26/04/2003,276.328.333.333
N,Norte,27/04/2003,269.993.750.000
N,Norte,28/04/2003,286.606.666.667
N,Norte,29/04/2003,292.121.250.000
N,Norte,30/04/2003,288.015.416.667
N,Norte,01/05/2003,270.550.000.000
N,Norte,02/05/2003,278.789.166.667
N,Norte,03/05/2003,276.998.333.333
N,Norte,04/05/2003,264.708.333.333
N,Norte,05/05/2003,281.420.833.333
N,Norte,06/05/2003,283.832.500.000
N,Norte,07/05/2003,286.756.666.667
N,Norte,08/05/2003,287.381.666.667
N,Norte,09/05/2003,284.432.083.333
N,Norte,10/05/2003,280.484.166.667
N,Norte,11/05/2003,270.162.916.667
N,Norte,12/05/2003,287.598.333.333
N,Norte,13/05/2003,280.803.333.333
N,Norte,14/05/2003,287.944.583.333
N,Norte,15/05/2003,288.616.666.667
N,Norte,16/05/2003,289.583.750.000
N,Norte,17/05/2003,278.700.833.333
N,Norte,18/05/2003,270.904.583.333
N,Norte,19/05/2003,288.954.166.667
N,Norte,20/05/2003,290.091.250.000
N,Norte,21/05/2003,292.546.666.667
N,Norte,22/05/2003,294.240.000.000
N,Norte,23/05/2003,294.621.250.000
N,Norte,24/05/2003,285.757.500.000
N,Norte,25/05/2003,277.221.250.000
N,Norte,26/05/2003,294.521.250.000
N,Norte,27/05/2003,293.873.750.000
N,Norte,28/05/2003,292.570.416.667
N,Norte,29/05/2003,293.727.916.667
N,Norte,30/05/2003,294.357.916.667
N,Norte,31/05/2003,283.445.000.000
N,Norte,01/06/2003,270.365.833.333
N,Norte,02/06/2003,284.261.250.000
N,Norte,03/06/2003,287.647.916.667
N,Norte,04/06/2003,293.882.083.333
N,Norte,05/06/2003,293.681.250.000
N,Norte,06/06/2003,293.844.166.667
N,Norte,07/06/2003,278.885.000.000
N,Norte,08/06/2003,276.507.083.333
N,Norte,09/06/2003,292.618.333.333
N,Norte,10/06/2003,291.335.833.333
N,Norte,11/06/2003,292.459.583.333
N,Norte,12/06/2003,290.937.083.333
N,Norte,13/06/2003,286.155.833.333
N,Norte,14/06/2003,282.210.833.333
N,Norte,15/06/2003,276.350.000.000
N,Norte,16/06/2003,286.920.833.333
N,Norte,17/06/2003,290.528.333.333
N,Norte,18/06/2003,290.548.750.000
N,Norte,19/06/2003,274.587.083.333
N,Norte,20/06/2003,291.251.250.000
N,Norte,21/06/2003,282.295.416.667
N,Norte,22/06/2003,271.869.166.667
N,Norte,23/06/2003,290.611.250.000
N,Norte,24/06/2003,294.376.666.667
N,Norte,25/06/2003,296.515.000.000
N,Norte,26/06/2003,295.155.416.667
N,Norte,27/06/2003,293.942.083.333
N,Norte,28/06/2003,281.908.333.333
N,Norte,29/06/2003,269.922.916.667
N,Norte,30/06/2003,286.802.916.667
N,Norte,01/07/2003,284.584.583.333
N,Norte,02/07/2003,285.160.833.333
N,Norte,03/07/2003,286.490.000.000
N,Norte,04/07/2003,289.872.500.000
N,Norte,05/07/2003,281.497.916.667
N,Norte,06/07/2003,273.466.250.000
N,Norte,07/07/2003,290.378.333.333
N,Norte,08/07/2003,289.070.416.667
N,Norte,09/07/2003,291.937.083.333
